Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
246,"GR Jensen, RR Johnson, ...","Efficient use of commodity futures in diversified portfolios",2000,"Journal of Futures Markets …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9934(200005)20:5%3C489::AID-FUT5%3E3.0.CO;2-A","https://scholar.google.com/scholar?cites=15554054904406311136&as_sdt=2005&sciodt=2007&hl=en",851,"2022-09-26 02:04:51","","10.1002/(SICI)1096-9934(200005)20:5%3C489::AID-FUT5%3E3.0.CO;2-A","","",,,,,246,11.18,82,3,22,"… T-bills to examine the marginal inflation-hedging benefits … in establishing a hedge against inflation and high interest rates. … are assumed to occur at the daily settlement price at the end of …","","https://scholar.google.com/scholar?q=related:4IAP0oYa29cJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
67,"GC Montes, LV Oliveira, A Curi, RTF Nicolay","Effects of transparency, monetary policy signalling and clarity of central bank communication on disagreement about inflation expectations",2016,"Applied Economics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2015.1083091","https://scholar.google.com/scholar?cites=5970602749159396532&as_sdt=2005&sciodt=2007&hl=en",553,"2022-09-26 02:04:51","","10.1080/00036846.2015.1083091","","",,,,,67,11.17,17,4,6,"… The procedure described above is performed daily, allowing us to derive term structures of disagreement for each business day. Time series comprised of daily observations are …","","https://scholar.google.com/scholar?q=related:tNSdFpHX21IJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
67,"G Mark, ST Iqbal, M Czerwinski, P Johns, ...","Neurotics Can't Focus: An in situ Study of Online Multitasking in the Workplace",2016,"Proceedings of the 2016 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2858036.2858202","https://scholar.google.com/scholar?cites=16016711370453308447&as_sdt=2005&sciodt=2007&hl=en",783,"2022-09-26 02:04:51","","10.1145/2858036.2858202","","",,,,,67,11.17,13,5,6,"… For the analyses of daily data, we used only full weekday days … daily data, ie, multiple daily measures per person, we used … The Variance Inflation Factor was less than 5, indicating that …","https://dl.acm.org/doi/pdf/10.1145/2858036.2858202","https://scholar.google.com/scholar?q=related:H1TUmSHKRt4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
167,"S Claessens, D Klingebiel, ...","Government bonds in domestic and foreign currency: the role of institutional and macroeconomic factors",2007,"Review of International …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9396.2007.00682.x","https://scholar.google.com/scholar?cites=16216042021680629471&as_sdt=2005&sciodt=2007&hl=en",916,"2022-09-26 02:04:51","","10.1111/j.1467-9396.2007.00682.x","","",,,,,167,11.13,56,3,15,"… In terms of monetary policies, we find that lower inflation rates are associated with larger … expected since lower inflation rates tend to be associated with lower volatilities of inflation and, …","https://openknowledge.worldbank.org/bitstream/handle/10986/16215/j.1467-9396.2007.00682.x.pdf%3Bjsessionid%3D7D84A726A52D7AAE5BA30004840202A7?sequence%3D1","https://scholar.google.com/scholar?q=related:38YUbU30CuEJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
233,"D O'Neil","Analysis of Internet users' level of online privacy concerns",2001,"Social Science Computer Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/089443930101900103","https://scholar.google.com/scholar?cites=12291903216518582072&as_sdt=2005&sciodt=2007&hl=en",688,"2022-09-26 02:04:51","","10.1177/089443930101900103","","",,,,,233,11.10,233,1,21,"… As the Internet permeates almost every aspect of our daily lives… Schoolchildren chat online with students in other nations, … (1999a) attributes a low inflation rate and booming economy to …","","https://scholar.google.com/scholar?q=related:OE8SotmclaoJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
11,"C Drooff, JT Freymueller","New constraints on slip deficit on the Aleutian megathrust and inflation at Mt. Veniaminof, Alaska from repeat GPS measurements",2021,"Geophysical Research Letters","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020GL091787","https://scholar.google.com/scholar?cites=16649763378018353580&as_sdt=2005&sciodt=2007&hl=en",58,"2022-09-26 02:04:51","","10.1029/2020GL091787","","",,,,,11,11.00,6,2,1,"… In a combined model, we solve for the volcanic inflation signal on the edifice of Mt. Veniaminof and reassess the variations in trench coupling outboard of the volcano. The interseismic …","","https://scholar.google.com/scholar?q=related:rIEX_ZPXD-cJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
143,"T Bar, V Kadiyali, A Zussman","Grade information and grade inflation: The Cornell experiment",2009,"Journal of Economic Perspectives","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257/jep.23.3.93","https://scholar.google.com/scholar?cites=9351482126382239714&as_sdt=2005&sciodt=2007&hl=en",95,"2022-09-26 02:04:51","","10.1257/jep.23.3.93","","",,,,,143,11.00,48,3,13,"… Median grades have been reported online since the spring … that the lag in the online publication of grades was typically one or … Additionally, we obtained two and half years worth of daily …","https://pubs.aeaweb.org/doi/pdf/10.1257/jep.23.3.93","https://scholar.google.com/scholar?q=related:4o9tmnIjx4EJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
11,"S Coulibaly","COVID‐19 policy responses, inflation and spillover effects in the West African Economic and Monetary Union",2021,"African Development Review","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8268.12527","https://scholar.google.com/scholar?cites=13937484301784069800&as_sdt=2005&sciodt=2007&hl=en",130,"2022-09-26 02:04:51","","10.1111/1467-8268.12527","","",,,,,11,11.00,11,1,1,"… The number of daily new cases is aggregated to create … measures and health measures collected daily over the COVID-19 … For running econometric regressions, the daily government …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8207052/","https://scholar.google.com/scholar?q=related:qDZs5iDka8EJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
220,"R Huth","Statistical downscaling of daily temperature in central Europe",2002,"Journal of Climate","journals.ametsoc.org","https://journals.ametsoc.org/view/journals/clim/15/13/1520-0442_2002_015_1731_sdodti_2.0.co_2.xml","https://scholar.google.com/scholar?cites=8786499036886793063&as_sdt=2005&sciodt=2007&hl=en",598,"2022-09-26 02:04:51","HTML","","","",,,,,220,11.00,220,1,20,"… -scale predictors are intercompared for winter daily mean temperature in a network of stations in … Of the two ways of reproducing the original variance, inflation yields more realistic both …","https://journals.ametsoc.org/view/journals/clim/15/13/1520-0442_2002_015_1731_sdodti_2.0.co_2.xml","https://scholar.google.com/scholar?q=related:Z_vyOFLq73kJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
110,"A Cameron, A Bansal, T Dua, SR Hill, SL Moshe, ...","Mapping the availability, price, and affordability of antiepileptic drugs in 46 countries",2012,"…","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1528-1167.2012.03446.x","https://scholar.google.com/scholar?cites=1446051525162202020&as_sdt=2005&sciodt=2007&hl=en",769,"2022-09-26 02:04:51","","10.1111/j.1528-1167.2012.03446.x","","",,,,,110,11.00,18,6,10,"… Prices were adjusted for inflation/deflation and purchasing power parity. … In addition, the defined daily doses used to calculate affordability are estimates only, as the doses for individual …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1528-1167.2012.03446.x","https://scholar.google.com/scholar?q=related:pHM0XDNoERQJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
33,"F Sainsbury-Martinez, P Wang, S Fromang, ...","Idealised simulations of the deep atmosphere of hot Jupiters-Deep, hot adiabats as a robust solution to the radius inflation problem",2019,"Astronomy & …","aanda.org","https://www.aanda.org/articles/aa/abs/2019/12/aa36445-19/aa36445-19.html","https://scholar.google.com/scholar?cites=1101457823364364658&as_sdt=2005&sciodt=2007&hl=en",864,"2022-09-26 02:04:51","HTML","","","",,,,,33,11.00,8,4,3,"… to explain the anomalous inflation of these bodies. … robust process to resolve the radius–inflation puzzle. We note that this … after online publication and is updated daily on week days. …","https://www.aanda.org/articles/aa/abs/2019/12/aa36445-19/aa36445-19.html","https://scholar.google.com/scholar?q=related:cjm1-A0qSQ8J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
208,"AM Sund, B Larsson, ...","Psychosocial correlates of depressive symptoms among 12–14‐year‐old Norwegian adolescents",2003,"Journal of Child …","Wiley Online Library","https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/1469-7610.00147","https://scholar.google.com/scholar?cites=17062172702737709305&as_sdt=2005&sciodt=2007&hl=en",946,"2022-09-26 02:04:51","","10.1111/1469-7610.00147","","",,,,,208,10.95,69,3,19,"… total sum of stressful events/daily hassles and the total sum … , whereas the correlation between daily hassles and depressive … square root of the Variance Inflation Factor was well below …","https://www.researchgate.net/profile/Anne-Sund/publication/10755413_Psychosocial_correlates_of_depressive_symptoms_among_12-14-year-old_Norwegian_adolescents/links/5c5305c0458515a4c74d4272/Psychosocial-correlates-of-depressive-symptoms-among-12-14-year-old-Norwegian-adolescents.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:-TgMg6wDyewJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
174,"A Geršl, T Holub","Foreign exchange interventions under inflation targeting: the Czech experience",2006,"Contemporary Economic Policy","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1093/cep/byl015","https://scholar.google.com/scholar?cites=5072413650853297193&as_sdt=2005&sciodt=2007&hl=en",38,"2022-09-26 02:04:51","","10.1093/cep/byl015","","",,,,,174,10.88,87,2,16,"… inflation-targeting framework. All the Czech intervention episodes are judged to be consistent with the inflation … We have tried also other daily variables from financial markets, such as …","https://www.econstor.eu/bitstream/10419/21879/1/PROD0000000000182701.pdf","https://scholar.google.com/scholar?q=related:KfzzNFfVZEYJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
195,"SP Charles, BC Bates, IN Smith, ...","Statistical downscaling of daily precipitation from observed and modelled atmospheric fields",2004,"Hydrological …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.1418","https://scholar.google.com/scholar?cites=13008352525858464447&as_sdt=2005&sciodt=2007&hl=en",676,"2022-09-26 02:04:51","","10.1002/hyp.1418","","",,,,,195,10.83,49,4,18,"… Here, the extended‐NHMM, as fitted to 1978–92 observed ‘winter’ (May–October) daily precipitation and atmospheric data for 30 rain gauge sites in southwest Western Australia, is …","","https://scholar.google.com/scholar?q=related:v2LZeLPzhrQJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
216,"SA Haymes, AW Johnston, ...","Relationship between vision impairment and ability to perform activities of daily living",2002,"… and Physiological Optics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1475-1313.2002.00016.x","https://scholar.google.com/scholar?cites=10288517948790392313&as_sdt=2005&sciodt=2007&hl=en",419,"2022-09-26 02:04:51","","10.1046/j.1475-1313.2002.00016.x","","",,,,,216,10.80,72,3,20,"Purpose: To determine the relationship between clinical measures of vision impairment and the ability to perform activities of daily living (ADLs). Methods: One hundred and twenty …","","https://scholar.google.com/scholar?q=related:-cXhQpAoyI4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
139,"MJ Beechey, JH Wright","The high-frequency impact of news on long-term yields and forward rates: Is it real?",2009,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393209000415","https://scholar.google.com/scholar?cites=17168094475357878533&as_sdt=2005&sciodt=2007&hl=en",183,"2022-09-26 02:04:51","","","","",,,,,139,10.69,70,2,13,"… far more precisely than is possible using daily data. Long-term … in expected future inflation and/or inflation risk premia. Such … for structural stability are included in an online Appendix A. …","https://www.federalreserve.gov/pubs/feds/2008/200839/200839pap.pdf","https://scholar.google.com/scholar?q=related:BXkNAvdSQe4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
331,"GG Pennacchi","Identifying the dynamics of real interest rates and inflation: Evidence using survey data",1991,"The review of financial studies","academic.oup.com","https://academic.oup.com/rfs/article-abstract/4/1/53/1593865","https://scholar.google.com/scholar?cites=8307978717404643465&as_sdt=2005&sciodt=2007&hl=en",810,"2022-09-26 02:04:51","","","","",,,,,331,10.68,331,1,31,"… Unlike previous models, we allow real interest rates and inflation to … inflation. Over the period 1968–1988, we find evidence that instantaneous real interest rates and expected inflation …","","https://scholar.google.com/scholar?q=related:icBoPKDeS3MJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
181,"H Haruta, H Yamamoto, K Mizuta, Y Kita, ...","A case of successful enteroscopic balloon dilation for late anastomotic stricture of choledochojejunostomy after living donor liver transplantation",2005,"Liver …","Wiley Online Library","https://aasldpubs.onlinelibrary.wiley.com/doi/abs/10.1002/lt.20623","https://scholar.google.com/scholar?cites=15306627197880171966&as_sdt=2005&sciodt=2007&hl=en",854,"2022-09-26 02:04:51","","10.1002/lt.20623","","",,,,,181,10.65,36,5,17,"… was advanced retrograde through the duodenum, jejunum, and the leg of Roux-Y by the double-balloon method, in which the enteroscope is advanced by alternate inflation of the 2 …","https://aasldpubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lt.20623","https://scholar.google.com/scholar?q=related:vv36plYQbNQJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
138,"J Qin, S Liang, K Yang, I Kaihotsu, ...","Simultaneous estimation of both soil moisture and model parameters using particle filtering method through the assimilation of microwave signal",2009,"Journal of Geophysical …","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2008JD011358","https://scholar.google.com/scholar?cites=4011121336025178281&as_sdt=2005&sciodt=2007&hl=en",826,"2022-09-26 02:04:51","","10.1029/2008JD011358","","",,,,,138,10.62,28,5,13,"… cost could be saved if a daily-based model is used in the … the water movement in soils with a daily-based time step, an … The so-called covariance inflation approach is used and …","https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2008JD011358","https://scholar.google.com/scholar?q=related:qWDFcJpdqjcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
95,"RS Gürkaynak, JH Wright","Identification and inference using event studies",2013,"The Manchester School","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/manc.12020","https://scholar.google.com/scholar?cites=17025807719957888961&as_sdt=2005&sciodt=2007&hl=en",907,"2022-09-26 02:04:51","","10.1111/manc.12020","","",,,,,95,10.56,48,2,9,"… the inflation process has indeed changed. If inflation targeting, for example, is to bring inflation down … These are the daily closing quotes before and after the announcement that Swedish …","http://repository.bilkent.edu.tr/bitstream/handle/11693/20839/bilkent-research-paper.pdf?sequence=1","https://scholar.google.com/scholar?q=related:wX8xKurRR-wJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
208,"U Gercken, AJ Lansky, L Buellesfeld, ...","Results of the Jostent coronary stent graft implantation in various clinical settings: Procedural and follow‐up results",2002,"Catheterization and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ccd.10223","https://scholar.google.com/scholar?cites=17593590708745128333&as_sdt=2005&sciodt=2007&hl=en",698,"2022-09-26 02:04:51","","10.1002/ccd.10223","","",,,,,208,10.40,52,4,20,"… The drug regimen postintervention consisted of ASA 100 mg daily combined with a loading … (> 14 atm) in all patients with a mean final inflation pressure of 19.3 ± 3.3 atm. Patient …","","https://scholar.google.com/scholar?q=related:jcld5oj9KPQJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
114,"Y Chang, S Wilkinson, D Brunsdon, E Seville, ...","An integrated approach: managing resources for post‐disaster reconstruction",2011,"…","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-7717.2011.01240.x","https://scholar.google.com/scholar?cites=13550798203824422837&as_sdt=2005&sciodt=2007&hl=en",967,"2022-09-26 02:04:51","","10.1111/j.1467-7717.2011.01240.x","","",,,,,114,10.36,23,5,11,"… Following the earthquake in Wenchuan, China, in May 2008, housing reconstruction was not immune to resource shortages and price inflation. Difficulties in sourcing materials and …","https://ir.canterbury.ac.nz/bitstream/handle/10092/11689/12651120_identifying_factors_affecting_resource.pdf?sequence=1","https://scholar.google.com/scholar?q=related:tb_00SsbDrwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
155,"S Paus, T Schmitz‐Hübsch, U Wüllner, ...","Bright light therapy in Parkinson's disease: a pilot study",2007,"… : official journal of the …","Wiley Online Library","https://movementdisorders.onlinelibrary.wiley.com/doi/abs/10.1002/mds.21542","https://scholar.google.com/scholar?cites=17852771913929435100&as_sdt=2005&sciodt=2007&hl=en",733,"2022-09-26 02:04:51","","10.1002/mds.21542","","",,,,,155,10.33,39,4,15,"… All patients received BLT for 15 days in the morning, 30 min daily. Illuminance was 7.500 lux … statistical analyses were not corrected for multiple testing to avoid inflation of Type II errors. …","https://tahomaclinic.com/Private/Articles3/Light/Paus%202007%20-%20Bright%20light%20therapy%20in%20Parkinsons%20disease.pdf","https://scholar.google.com/scholar?q=related:3KfVuXfJwfcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
154,"JR Bach, C Bianchi, M Vidigal-Lopes, ...","Lung inflation by glossopharyngeal breathing and “air stacking” in Duchenne muscular dystrophy",2007,"American journal of …","journals.lww.com","https://journals.lww.com/ajpmr/Fulltext/2007/04000/Lung_Inflation_by_Glossopharyngeal_Breathing_and.00007.aspx","https://scholar.google.com/scholar?cites=5530000546268017325&as_sdt=2005&sciodt=2007&hl=en",547,"2022-09-26 02:04:51","","","","",,,,,154,10.27,39,4,15,"… Two methods of lung-inflation therapy that can result in increased cough flows are air stacking … of 47 who returned for at least one follow-up visit reported performing it at least twice daily. …","","https://scholar.google.com/scholar?q=related:rXIFmDKCvkwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
123,"J Cawley, J Moran, K Simon","The impact of income on the weight of elderly Americans",2010,"Health Economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.1541","https://scholar.google.com/scholar?cites=13275277385418942197&as_sdt=2005&sciodt=2007&hl=en",878,"2022-09-26 02:04:51","","10.1002/hec.1541","","",,,,,123,10.25,41,3,12,"… to be doubly indexed for inflation. The high rates of inflation that occurred shortly thereafter … body weight because even small changes in daily caloric intake can result in large changes …","https://www.nber.org/system/files/working_papers/w14104/w14104.pdf","https://scholar.google.com/scholar?q=related:9SasVHJCO7gJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
182,"JC Wehman, RA Hanel, CA Guidot, ...","Atherosclerotic occlusive extracranial vertebral artery disease: indications for intervention, endovascular techniques, short‐term and long‐term results",2004,"Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-8183.2004.04055.x","https://scholar.google.com/scholar?cites=8772058583512979098&as_sdt=2005&sciodt=2007&hl=en",861,"2022-09-26 02:04:51","","10.1111/j.1540-8183.2004.04055.x","","",,,,,182,10.11,46,4,18,"… (325 mg daily) and clopidogrel (75 mg daily) or ticlopidine (… inflation and prolonged maximal inflation appear to provide improved results, if the patient can tolerate the prolonged inflation…","https://www.academia.edu/download/48501740/j.1540-8183.2004.04055.x20160901-5341-1554rhp.pdf","https://scholar.google.com/scholar?q=related:mhY1K86cvHkJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
111,"J Brito, T Watkins","Loving the cyber bomb-the dangers of threat inflation in cybersecurity policy",2011,"Harv. Nat'l Sec. J.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/harvardnsj3&section=4","https://scholar.google.com/scholar?cites=7834260413079267752&as_sdt=2005&sciodt=2007&hl=en",779,"2022-09-26 02:04:51","","","","",,,,,111,10.09,56,2,11,"… regarding the true nature of the threat, it is quite difficult to determine whether certain government policies are warranted-or if this merely represents the latest iteration of threat inflation …","https://www.mercatus.org/system/files/loving-cyber-bomb-dangers-threat-inflation-cybersecurity-policy_0a.pdf","https://scholar.google.com/scholar?q=related:qKl-h1biuGwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
291,"WS Barnett","Benefit‐cost analysis of preschool education: Findings from a 25‐year follow‐up",1993,"American Journal of Orthopsychiatry","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1037/h0079481","https://scholar.google.com/scholar?cites=18276998999688491064&as_sdt=2005&sciodt=2007&hl=en",863,"2022-09-26 02:04:51","","10.1037/h0079481","","",,,,,291,10.03,291,1,29,"… The Perry Preschool program consisted of daily 2%-hour classes on weekday mornings … Part of the adjustment removes the effects of inflation using a price deflator that translates all …","","https://scholar.google.com/scholar?q=related:ODCaKMHxpP0J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"Ö Özgür, U Akkoç","Inflation forecasting in an emerging economy: selecting variables with machine learning algorithms",2021,"International Journal of Emerging Markets","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/IJOEM-05-2020-0577/full/html","https://scholar.google.com/scholar?cites=14499809627111617036&as_sdt=2005&sciodt=2007&hl=en",357,"2022-09-26 02:04:51","","10.1108/IJOEM-05-2020-0577","","",,,,,10,10.00,5,2,1,"… euro area’s daily inflation. Their measure of the price level has constructed with daily prices of … the inclusion of daily measures helps to reduce forecasting errors. More recently, Kotchoni …","https://www.researchgate.net/profile/Ugur-Akkoc/publication/349008676_Inflation_forecasting_in_an_emerging_economy_selecting_variables_with_machine_learning_algorithms/links/601b11d545851589397d70ab/Inflation-forecasting-in-an-emerging-economy-selecting-variables-with-machine-learning-algorithms.pdf","https://scholar.google.com/scholar?q=related:DPLGVgisOckJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"G Gräfener","Physics and evolution of the most massive stars in 30 Doradus-Mass loss, envelope inflation, and a variable upper stellar mass limit",2021,"Astronomy & Astrophysics","aanda.org","https://www.aanda.org/articles/aa/abs/2021/03/aa40037-20/aa40037-20.html","https://scholar.google.com/scholar?cites=5524403281780356145&as_sdt=2005&sciodt=2007&hl=en",949,"2022-09-26 02:04:51","HTML","","","",,,,,10,10.00,10,1,1,"… of the inflation effect can be corroborated by observations. This is particularly interesting because the inflation … 48-96 hours after online publication and is updated daily on week days. …","https://www.aanda.org/articles/aa/abs/2021/03/aa40037-20/aa40037-20.html","https://scholar.google.com/scholar?q=related:MTSF5oOfqkwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
99,"S Baker, F Amelung","Top‐down inflation and deflation at the summit of Kīlauea Volcano, Hawai 'i observed with InSAR",2012,"Journal of Geophysical Research: Solid …","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2011JB009123","https://scholar.google.com/scholar?cites=8869073790587800433&as_sdt=2005&sciodt=2007&hl=en",78,"2022-09-26 02:04:51","","10.1029/2011JB009123","","",,,,,99,9.90,50,2,10,"… The sequence for filling of and withdrawal from these reservoirs reveals a top‐down process, with sequences of both inflation and deflation initiating in the shallowest source. Inflation of …","https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2011JB009123","https://scholar.google.com/scholar?q=related:cYu2Rp9HFXsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
168,"S Kallapur, L Eldenburg","Uncertainty, real options, and cost behavior: Evidence from Washington state hospitals",2005,"Journal of Accounting Research","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-679X.2005.00188.x","https://scholar.google.com/scholar?cites=3507570359577262503&as_sdt=2005&sciodt=2007&hl=en",952,"2022-09-26 02:04:51","","10.1111/j.1475-679X.2005.00188.x","","",,,,,168,9.88,84,2,17,"… However, charges are affected by inflation; we adjust for it using the index calculated by the Washington Hospital Commission (change in charges per adjusted admission for the state …","","https://scholar.google.com/scholar?q=related:p7lKe6hkrTAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
59,"S Altug, C Çakmaklı","Forecasting inflation using survey expectations and target inflation: Evidence for Brazil and Turkey",2016,"International Journal of Forecasting","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169207015000813","https://scholar.google.com/scholar?cites=15029220836205371091&as_sdt=2005&sciodt=2007&hl=en",615,"2022-09-26 02:04:51","","","","",,,,,59,9.83,30,2,6,"… of the monthly deviations of inflation expectations from the target inflation. We provide the estimation details and other technical details in the online appendix (see Appendix A). …","https://repec.cepr.org/repec/cpr/ceprdp/DP10419.pdf","https://scholar.google.com/scholar?q=related:057r6LiEktAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
118,"MW Ng, ST Waller","Reliable evacuation planning via demand inflation and supply deflation",2010,"Transportation Research Part E: Logistics and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1366554510000426","https://scholar.google.com/scholar?cites=10884605230377069594&as_sdt=2005&sciodt=2007&hl=en",830,"2022-09-26 02:04:51","","","","",,,,,118,9.83,59,2,12,"… (ie demand inflation) and less road capacity (ie supply deflation). A major contribution is that we provide a framework to determine the amount of demand inflation/supply deflation …","","https://scholar.google.com/scholar?q=related:Guz7tMniDZcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
245,"I Yaniv, DP Foster","Precision and accuracy of judgmental estimation",1997,"Journal of behavioral decision making","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1099-0771(199703)10:1%3C21::AID-BDM243%3E3.0.CO;2-G","https://scholar.google.com/scholar?cites=16629346685060427411&as_sdt=2005&sciodt=2007&hl=en",464,"2022-09-26 02:04:51","","10.1002/(SICI)1099-0771(199703)10:1%3C21::AID-BDM243%3E3.0.CO;2-G","","",,,,,245,9.80,123,2,25,"… In the process of making our daily decisions, we commonly solicit from judges estimates … for selling a used car, and forecasts of inflation rate are relevant in selecting a mortgage. Judges …","https://www.academia.edu/download/29976426/10.1.1.103.8578.pdf","https://scholar.google.com/scholar?q=related:k67YObROx-YJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
137,"AH Kara","Turkish experience with implicit inflation targeting",2008,"Central Bank Review","researchgate.net","https://www.researchgate.net/profile/Hakan-Kara-4/publication/227626662_Turkish_Experience_With_Implicit_Inflation_Targeting/links/5406bafe0cf2bba34c1e52d4/Turkish-Experience-With-Implicit-Inflation-Targeting.pdf","https://scholar.google.com/scholar?cites=9440428419425887024&as_sdt=2005&sciodt=2007&hl=en",962,"2022-09-26 02:04:51","PDF","","","",,,,,137,9.79,137,1,14,"… implicit inflation targeting in Turkey and evaluates the transition process to full-fledged inflation … Using this background, the paper draws lessons for similar countries considering inflation …","https://www.researchgate.net/profile/Hakan-Kara-4/publication/227626662_Turkish_Experience_With_Implicit_Inflation_Targeting/links/5406bafe0cf2bba34c1e52d4/Turkish-Experience-With-Implicit-Inflation-Targeting.pdf","https://scholar.google.com/scholar?q=related:MONhQ6EjA4MJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
